"Warning Type","Code","Warning"
"Bad practice Warning","ES","Comparison of String parameter using == or != in org.apache.commons.lang3.BooleanUtils.toBooleanObject(String)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang3.time.DurationFormatUtils.lexx(String)"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.negate(Boolean) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.toBooleanObject(int, int, int, int) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.toBooleanObject(Integer) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.toBooleanObject(Integer, Integer, Integer, Integer) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.toBooleanObject(String) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang3.BooleanUtils.toBooleanObject(String, String, String, String) has Boolean return type and returns explicit null"
"Bad practice Warning","RC","Suspicious comparison of Boolean references in org.apache.commons.lang3.BooleanUtils.toBoolean(String)"
"Correctness Warning","UR","registry isn't initialized in org.apache.commons.lang3.text.ExtendedMessageFormat.applyPattern(String) when invoked from constructor for superclass"
"Dodgy code Warning","EI","org.apache.commons.lang3.builder.ToStringBuilder.getStringBuffer() may expose internal representation by returning ToStringBuilder.buffer"
"Dodgy code Warning","EI","org.apache.commons.lang3.builder.ToStringBuilder.getStyle() may expose internal representation by returning ToStringBuilder.style"
"Dodgy code Warning","EI","org.apache.commons.lang3.time.FastDateFormat.getTimeZone() may expose internal representation by returning FastDateFormat.mTimeZone"
"Dodgy code Warning","EI2","new org.apache.commons.lang3.text.ExtendedMessageFormat(String, Locale, Map) may expose internal representation by storing an externally mutable object into ExtendedMessageFormat.registry"
"Dodgy code Warning","MS","Public static org.apache.commons.lang3.LocaleUtils.availableLocaleList() may expose internal representation by returning LocaleUtils.cAvailableLocaleList"
"Dodgy code Warning","MS","org.apache.commons.lang3.builder.ToStringBuilder.setDefaultStyle(ToStringStyle) may expose internal static state by storing a mutable object into a static field org.apache.commons.lang3.builder.ToStringBuilder.defaultStyle"
"Dodgy code Warning","MS","Public static org.apache.commons.lang3.builder.ToStringBuilder.getDefaultStyle() may expose internal representation by returning ToStringBuilder.defaultStyle"
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang3.reflect.FieldUtils.getDeclaredField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang3.reflect.FieldUtils.getField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Malicious code vulnerability Warning","WMI","org.apache.commons.lang3.ClassUtils.<static initializer for ClassUtils>() makes inefficient use of keySet iterator instead of entrySet iterator"
"Malicious code vulnerability Warning","WMI","org.apache.commons.lang3.exception.DefaultExceptionContext.getFormattedExceptionMessage(String) makes inefficient use of keySet iterator instead of entrySet iterator"
"Performance Warning","DCN","Do not catch NullPointerException like in org.apache.commons.lang3.BooleanUtils.xor(Boolean[])"
"Performance Warning","REC","Exception is caught when Exception is not thrown in org.apache.commons.lang3.AnnotationUtils.equals(Annotation, Annotation)"
"Performance Warning","REC","Exception is caught when Exception is not thrown in org.apache.commons.lang3.StringUtils.<static initializer for StringUtils>()"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.math.NumberUtils.createNumber(String) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.text.ExtendedMessageFormat.parseFormatDescription(String, ParsePosition) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.DateUtils.getFragment(Calendar, int, int) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.DateUtils.iterator(Calendar, int) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang3.time.DateUtils.modify(Calendar, int, int) where default case is missing"
