"Warning Type","Code","Warning"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.format(DurationFormatUtils$Token[], int, int, int, int, int, int, int, boolean)"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.lang.time.DurationFormatUtils.lexx(String)"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.negate(Boolean) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.toBooleanObject(int, int, int, int) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.toBooleanObject(Integer) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.toBooleanObject(Integer, Integer, Integer, Integer) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.toBooleanObject(String) has Boolean return type and returns explicit null"
"Bad practice Warning","NP","org.apache.commons.lang.BooleanUtils.toBooleanObject(String, String, String, String) has Boolean return type and returns explicit null"
"Bad practice Warning","Se","Class org.apache.commons.lang.text.ExtendedMessageFormat defines non-transient non-serializable instance field registry"
"Correctness Warning","Eq","org.apache.commons.lang.mutable.MutableObject defines equals(MutableObject) method and uses Object.equals(Object)"
"Correctness Warning","UR","registry isn't initialized in org.apache.commons.lang.text.ExtendedMessageFormat.applyPattern(String) when invoked from constructor for superclass"
"Dodgy code Warning","EI","org.apache.commons.lang.builder.ToStringBuilder.getStringBuffer() may expose internal representation by returning ToStringBuilder.buffer"
"Dodgy code Warning","EI","org.apache.commons.lang.builder.ToStringBuilder.getStyle() may expose internal representation by returning ToStringBuilder.style"
"Dodgy code Warning","EI","org.apache.commons.lang.time.FastDateFormat.getTimeZone() may expose internal representation by returning FastDateFormat.mTimeZone"
"Dodgy code Warning","EI2","new org.apache.commons.lang.text.ExtendedMessageFormat(String, Locale, Map) may expose internal representation by storing an externally mutable object into ExtendedMessageFormat.registry"
"Dodgy code Warning","MS","org.apache.commons.lang.CharSet.COMMON is a mutable collection which should be package protected"
"Dodgy code Warning","MS","Public static org.apache.commons.lang.LocaleUtils.availableLocaleList() may expose internal representation by returning LocaleUtils.cAvailableLocaleList"
"Dodgy code Warning","MS","org.apache.commons.lang.builder.ToStringBuilder.setDefaultStyle(ToStringStyle) may expose internal static state by storing a mutable object into a static field org.apache.commons.lang.builder.ToStringBuilder.defaultStyle"
"Dodgy code Warning","MS","Public static org.apache.commons.lang.builder.ToStringBuilder.getDefaultStyle() may expose internal representation by returning ToStringBuilder.defaultStyle"
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang.reflect.FieldUtils.getDeclaredField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Dodgy code Warning","REFLF","Public method org.apache.commons.lang.reflect.FieldUtils.getField(Class, String, boolean) uses reflection to modify a field it gets in its parameter which could increase the accessibility of any class."
"Malicious code vulnerability Warning","WMI","org.apache.commons.lang.ClassUtils.<static initializer for ClassUtils>() makes inefficient use of keySet iterator instead of entrySet iterator"
"Performance Warning","DCN","Do not catch NullPointerException like in org.apache.commons.lang.BooleanUtils.xor(Boolean[])"
"Performance Warning","Eq","org.apache.commons.lang.text.ExtendedMessageFormat doesn't override java.text.MessageFormat.equals(Object)"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang.math.NumberUtils.createNumber(String) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang.text.ExtendedMessageFormat.parseFormatDescription(String, ParsePosition) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang.time.DateUtils.getFragment(Calendar, int, int) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang.time.DateUtils.iterator(Calendar, int) where default case is missing"
"Performance Warning","SF","Switch statement found in org.apache.commons.lang.time.DateUtils.modify(Calendar, int, int) where default case is missing"
