"Warning Type","Code","Warning"
"Bad practice Warning","CN","org.jsoup.select.Elements.clone() does not call super.clone()"
"Dodgy code Warning","EI","org.jsoup.helper.HttpConnection$Request.data() may expose internal representation by returning HttpConnection$Request.data"
"Dodgy code Warning","EI","org.jsoup.nodes.Element.classNames() may expose internal representation by returning Element.classNames"
"Dodgy code Warning","EI","org.jsoup.nodes.Element.parent() may expose internal representation by returning Node.parentNode"
"Dodgy code Warning","EI","org.jsoup.nodes.Entities$EscapeMode.getMap() may expose internal representation by returning Entities$EscapeMode.map"
"Dodgy code Warning","EI","org.jsoup.nodes.Node.attributes() may expose internal representation by returning Node.attributes"
"Dodgy code Warning","EI","org.jsoup.nodes.Node.parent() may expose internal representation by returning Node.parentNode"
"Dodgy code Warning","EI2","new org.jsoup.select.Elements(List) may expose internal representation by storing an externally mutable object into Elements.contents"
"Dodgy code Warning","MC","Overridable method classNames is called from method clone() in class org.jsoup.nodes.Element."
"Malicious code vulnerability Warning","UrF","Unread field: org.jsoup.parser.ParseError.c"
"Malicious code vulnerability Warning","UrF","Unread field: org.jsoup.parser.ParseError.token"
"Malicious code vulnerability Warning","UrF","Unread field: org.jsoup.parser.ParseError.tokeniserState"
"Malicious code vulnerability Warning","UrF","Unread field: org.jsoup.parser.ParseError.treeBuilderState"
"Performance Warning","DB","org.jsoup.parser.TreeBuilder.parseFragment(String, Element, String) uses the same code for two branches"
"Performance Warning","DLS","Dead store to meta in org.jsoup.parser.TreeBuilderState$4.process(Token, TreeBuilder)"
"Performance Warning","Eq","org.jsoup.nodes.Document doesn't override Element.equals(Object)"
"Performance Warning","RV","Return value of Element.appendElement(String) ignored, is this OK in org.jsoup.nodes.Document.createShell(String)"
"Performance Warning","RV","Return value of Element.appendElement(String) ignored, is this OK in org.jsoup.nodes.Document.normalise()"
"Performance Warning","RV","Return value of Element.prependElement(String) ignored, is this OK in org.jsoup.nodes.Document.normalise()"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$10.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$13.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$16.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$19.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$27.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$31.read(Tokeniser, CharacterReader) where one case falls through to the next case"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$35.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$38.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$39.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$40.read(Tokeniser, CharacterReader) where default case is missing"
"Performance Warning","UC","Useless condition: it's known that charval <= 65535 (0xffff) at this point"
