"Warning Type","Code","Warning"
"Bad practice Warning","CN","org.jsoup.select.Elements.clone() does not call super.clone()"
"Bad practice Warning","DMI","Random object created and used only once in org.jsoup.helper.DataUtil.mimeBoundary()"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.jsoup.nodes.Entities.appendEncoded(Appendable, Entities$EscapeMode, int)"
"Bad practice Warning","HE","org.jsoup.nodes.Comment inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.DataNode inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.Document inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.DocumentType inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.Element inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.FormElement inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.PseudoTextElement inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.TextNode inherits equals and uses Object.hashCode()"
"Bad practice Warning","HE","org.jsoup.nodes.XmlDeclaration inherits equals and uses Object.hashCode()"
"Bad practice Warning","Nm","Class org.jsoup.UncheckedIOException is not derived from an Exception, even though it is named as such"
"Bad practice Warning","RR","org.jsoup.helper.DataUtil.parseInputStream(InputStream, String, String, Parser) ignores result of java.io.InputStream.skip(long)"
"Bad practice Warning","RR","org.jsoup.parser.CharacterReader.bufferUp() ignores result of java.io.Reader.skip(long)"
"Bad practice Warning","Se","Class org.jsoup.nodes.Element$NodeList defines non-transient non-serializable instance field owner"
"Correctness Warning","NP","Null passed for non-null parameter of StringUtil.resolve(URL, String) in org.jsoup.helper.HttpConnection$Response.execute(Connection$Request, HttpConnection$Response)"
"Correctness Warning","RCN","Nullcheck of Attribute.parent at line 87 of value previously dereferenced in org.jsoup.nodes.Attribute.setValue(String)"
"Dodgy code Warning","EI","org.jsoup.helper.HttpConnection$Request.data() may expose internal representation by returning HttpConnection$Request.data"
"Dodgy code Warning","EI","org.jsoup.helper.HttpConnection$Request.parser() may expose internal representation by returning HttpConnection$Request.parser"
"Dodgy code Warning","EI","org.jsoup.helper.HttpConnection$Request.proxy() may expose internal representation by returning HttpConnection$Request.proxy"
"Dodgy code Warning","EI","org.jsoup.nodes.Element.attributes() may expose internal representation by returning Element.attributes"
"Dodgy code Warning","EI","org.jsoup.nodes.Element.parent() may expose internal representation by returning Node.parentNode"
"Dodgy code Warning","EI","org.jsoup.nodes.FormElement.elements() may expose internal representation by returning FormElement.elements"
"Dodgy code Warning","EI","org.jsoup.nodes.Node.parent() may expose internal representation by returning Node.parentNode"
"Dodgy code Warning","EI","org.jsoup.nodes.Node.parentNode() may expose internal representation by returning Node.parentNode"
"Dodgy code Warning","EI","org.jsoup.parser.Parser.getErrors() may expose internal representation by returning Parser.errors"
"Dodgy code Warning","EI2","org.jsoup.helper.HttpConnection$Request.parser(Parser) may expose internal representation by storing an externally mutable object into HttpConnection$Request.parser"
"Dodgy code Warning","EI2","org.jsoup.helper.HttpConnection$Request.proxy(Proxy) may expose internal representation by storing an externally mutable object into HttpConnection$Request.proxy"
"Dodgy code Warning","EI2","new org.jsoup.helper.W3CDom$W3CBuilder(Document) may expose internal representation by storing an externally mutable object into W3CDom$W3CBuilder.doc"
"Dodgy code Warning","EI2","new org.jsoup.nodes.Attribute(String, String, Attributes) may expose internal representation by storing an externally mutable object into Attribute.parent"
"Dodgy code Warning","EI2","new org.jsoup.nodes.Element(Tag, String, Attributes) may expose internal representation by storing an externally mutable object into Element.attributes"
"Malicious code vulnerability Warning","HSC","org.jsoup.nodes.EntitiesData.fullPoints is initialized to a string constant 31800 characters long that is duplicated in 2 other class files"
"Malicious code vulnerability Warning","SIC","Should org.jsoup.examples.HtmlToPlainText$FormattingVisitor be a _static_ inner class?"
"Malicious code vulnerability Warning","WMI","org.jsoup.safety.Whitelist.removeAttributes(String, String[]) makes inefficient use of keySet iterator instead of entrySet iterator"
"Performance Warning","DB","org.jsoup.parser.HtmlTreeBuilder.parseFragment(String, Element, String, ParseErrorList, ParseSettings) uses the same code for two branches"
"Performance Warning","DLS","Dead store to meta in org.jsoup.parser.HtmlTreeBuilderState$4.process(Token, HtmlTreeBuilder)"
"Performance Warning","NS","Questionable use of non-short-circuit logic in org.jsoup.helper.HttpConnection$Base.looksLikeUtf8(byte[])"
"Performance Warning","REC","Exception is caught when Exception is not thrown in org.jsoup.helper.HttpConnection.encodeUrl(URL)"
"Performance Warning","RV","Return value of Element.appendElement(String) ignored, is this OK in org.jsoup.nodes.Document.createShell(String)"
"Performance Warning","RV","Return value of Element.appendElement(String) ignored, is this OK in org.jsoup.nodes.Document.normalise()"
"Performance Warning","RV","Return value of Element.prependElement(String) ignored, is this OK in org.jsoup.nodes.Document.normalise()"
"Performance Warning","SF","Switch statement found in org.jsoup.parser.TokeniserState$51.read(Tokeniser, CharacterReader) where one case falls through to the next case"
