"Warning Type","Code","Warning"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.binary.Hex.decode(byte[]): new String(byte[])"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.binary.Hex.encode(Object): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.binary.Hex.encode(byte[]): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.digest.DigestUtils.md5(String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.digest.DigestUtils.sha(String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.digest.DigestUtils.sha256(String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.digest.DigestUtils.sha384(String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.codec.digest.DigestUtils.sha512(String): String.getBytes()"
"Internationalization Warning","EI2","new org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult(DoubleMetaphone, int) may expose internal representation by storing an externally mutable object into DoubleMetaphone$DoubleMetaphoneResult.this$0"
"Internationalization Warning","MS","org.apache.commons.codec.language.RefinedSoundex.US_ENGLISH_MAPPING should be package protected"
"Internationalization Warning","MS","org.apache.commons.codec.language.Soundex.US_ENGLISH_MAPPING should be package protected"
"Internationalization Warning","MS","org.apache.commons.codec.net.URLCodec.ESCAPE_CHAR isn't final but should be"
"Malicious code vulnerability Warning","SF","Switch statement found in org.apache.commons.codec.binary.Base64.decode(byte[], int, int) where default case is missing"
"Malicious code vulnerability Warning","SF","Switch statement found in org.apache.commons.codec.binary.Base64.encode(byte[], int, int) where default case is missing"
"Malicious code vulnerability Warning","SF","Switch statement found in org.apache.commons.codec.language.Metaphone.metaphone(String) where default case is missing"
