"Warning Type","Code","Warning"
"Bad practice Warning","ES","Comparison of String objects using == or != in org.apache.commons.cli2.option.GroupImpl.process(WriteableCommandLine, ListIterator)"
"Bad practice Warning","RV","org.apache.commons.cli2.option.ReverseStringComparator.compare(Object, Object) negates the return value of String.compareTo(String)"
"Bad practice Warning","RV","org.apache.commons.cli2.util.Comparators$Reverse.compare(Object, Object) negates the return value of java.util.Comparator.compare(Object, Object)"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$CommandFirst implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$DefaultOptionFirst implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$GroupFirst implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$Named implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$PreferredName implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$Required implements Comparator but not Serializable"
"Bad practice Warning","Se","org.apache.commons.cli2.util.Comparators$SwitchFirst implements Comparator but not Serializable"
"Internationalization Warning","Dm","Found reliance on default encoding in new org.apache.commons.cli2.util.HelpFormatter(String, String, String, int): new java.io.PrintWriter(OutputStream)"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.OptionException.getOption() may expose internal representation by returning OptionException.option"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.option.ArgumentImpl.getDefaultValues() may expose internal representation by returning ArgumentImpl.defaultValues"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.option.HelpLineImpl.getOption() may expose internal representation by returning HelpLineImpl.option"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.option.ParentImpl.getChildren() may expose internal representation by returning ParentImpl.children"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getDisplaySettings() may expose internal representation by returning HelpFormatter.displaySettings"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getException() may expose internal representation by returning HelpFormatter.exception"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getFullUsageSettings() may expose internal representation by returning HelpFormatter.fullUsageSettings"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getGroup() may expose internal representation by returning HelpFormatter.group"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getLineUsageSettings() may expose internal representation by returning HelpFormatter.lineUsageSettings"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.util.HelpFormatter.getPrintWriter() may expose internal representation by returning HelpFormatter.out"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.ClassValidator.getClassLoader() may expose internal representation by returning ClassValidator.loader"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.DateValidator.getFormats() may expose internal representation by returning DateValidator.formats"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.DateValidator.getMaximum() may expose internal representation by returning DateValidator.maximum"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.DateValidator.getMinimum() may expose internal representation by returning DateValidator.minimum"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.EnumValidator.getValidValues() may expose internal representation by returning EnumValidator.validValues"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli2.validation.NumberValidator.getFormat() may expose internal representation by returning NumberValidator.format"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli2.OptionException(Option, String, String) may expose internal representation by storing an externally mutable object into OptionException.option"
