"Warning Type","Code","Warning"
"Bad practice Warning","Se","org.apache.commons.cli.HelpFormatter$OptionComparator implements Comparator but not Serializable"
"Internationalization Warning","Dm","Found reliance on default encoding in org.apache.commons.cli.HelpFormatter.printHelp(int, String, String, Options, String, boolean): new java.io.PrintWriter(OutputStream)"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.AlreadySelectedException.getOption() may expose internal representation by returning AlreadySelectedException.option"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.AlreadySelectedException.getOptionGroup() may expose internal representation by returning AlreadySelectedException.group"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.AmbiguousOptionException.getMatchingOptions() may expose internal representation by returning AmbiguousOptionException.matchingOptions"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.CommandLine.getArgList() may expose internal representation by returning CommandLine.args"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.DefaultParser.parse(Options, String[], Properties, boolean) may expose internal representation by returning DefaultParser.cmd"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.MissingArgumentException.getOption() may expose internal representation by returning MissingArgumentException.option"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.MissingOptionException.getMissingOptions() may expose internal representation by returning MissingOptionException.missingOptions"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.Option.getValuesList() may expose internal representation by returning Option.values"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.Options.getRequiredOptions() may expose internal representation by returning Options.requiredOpts"
"Malicious code vulnerability Warning","EI","org.apache.commons.cli.Parser.parse(Options, String[], Properties, boolean) may expose internal representation by returning Parser.cmd"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli.AlreadySelectedException(OptionGroup, Option) may expose internal representation by storing an externally mutable object into AlreadySelectedException.group"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli.AlreadySelectedException(OptionGroup, Option) may expose internal representation by storing an externally mutable object into AlreadySelectedException.option"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli.AmbiguousOptionException(String, Collection) may expose internal representation by storing an externally mutable object into AmbiguousOptionException.matchingOptions"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli.MissingArgumentException(Option) may expose internal representation by storing an externally mutable object into MissingArgumentException.option"
"Malicious code vulnerability Warning","EI2","new org.apache.commons.cli.MissingOptionException(List) may expose internal representation by storing an externally mutable object into MissingOptionException.missingOptions"
