"Warning Type","Code","Warning"
"Bad practice Warning","Co","org.apache.commons.math.fraction.Fraction.compareTo(Fraction) incorrectly handles double value"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.getSecRan()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.reSeedSecure()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.reSeedSecure(long)"
"Bad practice Warning","Se","Class org.apache.commons.math.ode.FirstOrderConverter defines non-transient non-serializable instance field equations"
"Correctness Warning","FL","Using floating-point loop counters can lead to unexpected behavior."
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.MathException.printStackTrace(PrintStream): new java.io.PrintWriter(OutputStream, boolean)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.EmpiricalDistributionImpl.load(File): new java.io.FileReader(File)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.EmpiricalDistributionImpl.load(URL): new java.io.InputStreamReader(InputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.ValueServer.resetReplayFile(): new java.io.InputStreamReader(InputStream)"
"Internationalization Warning","EI","org.apache.commons.math.MathException.getCause() may expose internal representation by returning MathException.rootCause"
"Internationalization Warning","EI","org.apache.commons.math.complex.ComplexFormat.getImaginaryFormat() may expose internal representation by returning ComplexFormat.imaginaryFormat"
"Internationalization Warning","EI","org.apache.commons.math.complex.ComplexFormat.getRealFormat() may expose internal representation by returning ComplexFormat.realFormat"
"Internationalization Warning","EI","org.apache.commons.math.fraction.FractionFormat.getDenominatorFormat() may expose internal representation by returning FractionFormat.denominatorFormat"
"Internationalization Warning","EI","org.apache.commons.math.fraction.FractionFormat.getNumeratorFormat() may expose internal representation by returning FractionFormat.numeratorFormat"
"Internationalization Warning","EI","org.apache.commons.math.fraction.ProperFractionFormat.getWholeFormat() may expose internal representation by returning ProperFractionFormat.wholeFormat"
"Internationalization Warning","EI","org.apache.commons.math.geometry.Vector3DFormat.getFormat() may expose internal representation by returning Vector3DFormat.format"
"Internationalization Warning","EI","org.apache.commons.math.linear.LUDecompositionImpl.getL() may expose internal representation by returning LUDecompositionImpl.cachedL"
"Internationalization Warning","EI","org.apache.commons.math.linear.LUDecompositionImpl.getP() may expose internal representation by returning LUDecompositionImpl.cachedP"
"Internationalization Warning","EI","org.apache.commons.math.linear.LUDecompositionImpl.getU() may expose internal representation by returning LUDecompositionImpl.cachedU"
"Internationalization Warning","EI","org.apache.commons.math.linear.QRDecompositionImpl.getH() may expose internal representation by returning QRDecompositionImpl.cachedH"
"Internationalization Warning","EI","org.apache.commons.math.linear.QRDecompositionImpl.getQ() may expose internal representation by returning QRDecompositionImpl.cachedQ"
"Internationalization Warning","EI","org.apache.commons.math.linear.QRDecompositionImpl.getR() may expose internal representation by returning QRDecompositionImpl.cachedR"
"Internationalization Warning","EI","org.apache.commons.math.linear.RealVectorFormat.getFormat() may expose internal representation by returning RealVectorFormat.format"
"Internationalization Warning","EI","org.apache.commons.math.ode.events.CombinedEventsManager.getEventsStates() may expose internal representation by returning CombinedEventsManager.states"
"Internationalization Warning","EI","org.apache.commons.math.random.CorrelatedRandomVectorGenerator.getRootMatrix() may expose internal representation by returning CorrelatedRandomVectorGenerator.root"
"Internationalization Warning","EI","org.apache.commons.math.random.EmpiricalDistributionImpl.getBinStats() may expose internal representation by returning EmpiricalDistributionImpl.binStats"
"Internationalization Warning","EI","org.apache.commons.math.random.EmpiricalDistributionImpl.getSampleStats() may expose internal representation by returning EmpiricalDistributionImpl.sampleStats"
"Internationalization Warning","EI","org.apache.commons.math.stat.descriptive.SummaryStatistics.getGeoMeanImpl() may expose internal representation by returning SummaryStatistics.geoMeanImpl"
