"Warning Type","Code","Warning"
"Bad practice Warning","CNT","Rough value of Math.PI found: 3.141592653489793"
"Bad practice Warning","CNT","Rough value of Math.PI found: 3.141592653489793"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","Co","org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","Co","org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","Co","org.apache.commons.math3.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math3.random.RandomDataImpl.getSecRan()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math3.random.RandomDataImpl.reSeedSecure()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math3.random.RandomDataImpl.reSeedSecure(long)"
"Bad practice Warning","It","org.apache.commons.math3.util.MultidimensionalCounter$Iterator.next() cannot throw NoSuchElementException"
"Bad practice Warning","Se","org.apache.commons.math3.optimization.PointValuePair is Serializable but its superclass doesn't define an accessible void constructor"
"Bad practice Warning","Se","org.apache.commons.math3.optimization.PointVectorValuePair is Serializable but its superclass doesn't define an accessible void constructor"
"Correctness Warning","FL","Using floating-point loop counters can lead to unexpected behavior."
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math3.random.EmpiricalDistribution.load(File): new java.io.FileReader(File)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math3.random.EmpiricalDistribution.load(URL): new java.io.InputStreamReader(InputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math3.random.ValueServer.resetReplayFile(): new java.io.InputStreamReader(InputStream)"
"Internationalization Warning","EI","org.apache.commons.math3.complex.ComplexFormat.getImaginaryFormat() may expose internal representation by returning ComplexFormat.imaginaryFormat"
"Internationalization Warning","EI","org.apache.commons.math3.complex.ComplexFormat.getRealFormat() may expose internal representation by returning ComplexFormat.realFormat"
"Internationalization Warning","EI","org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFP.getAbsoluteAccuracy() may expose internal representation by returning BracketingNthOrderBrentSolverDFP.absoluteAccuracy"
