"Warning Type","Code","Warning"
"Bad practice Warning","CNT","Rough value of Math.PI found: 3.141592653489793"
"Bad practice Warning","CNT","Rough value of Math.PI found: 3.141592653489793"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","CNT","Rough value of Math.PI/2 found: 1.570796251296997"
"Bad practice Warning","Co","org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","Co","org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","Co","org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser$1.compare(WeightedObservedPoint, WeightedObservedPoint) incorrectly handles double value"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.getSecRan()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.reSeedSecure()"
"Bad practice Warning","DMI","Random object created and used only once in org.apache.commons.math.random.RandomDataImpl.reSeedSecure(long)"
"Bad practice Warning","It","org.apache.commons.math.util.MultidimensionalCounter$Iterator.next() cannot throw NoSuchElementException"
"Correctness Warning","FL","Using floating-point loop counters can lead to unexpected behavior."
"Correctness Warning","Nm","VERY confusing to have methods org.apache.commons.math.ode.nonstiff.GraggBulirschStoerIntegrator.setStepsizeControl(double, double, double, double) and org.apache.commons.math.ode.nonstiff.AdaptiveStepsizeIntegrator.setStepSizeControl(double, double, double, double)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.MathException.printStackTrace(PrintStream): new java.io.PrintWriter(OutputStream, boolean)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.MathRuntimeException.printStackTrace(PrintStream): new java.io.PrintWriter(OutputStream, boolean)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.EmpiricalDistributionImpl.load(File): new java.io.FileReader(File)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.EmpiricalDistributionImpl.load(URL): new java.io.InputStreamReader(InputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.math.random.ValueServer.resetReplayFile(): new java.io.InputStreamReader(InputStream)"
"Internationalization Warning","EI","org.apache.commons.math.complex.ComplexFormat.getImaginaryFormat() may expose internal representation by returning ComplexFormat.imaginaryFormat"
