"Warning Type","Code","Warning"
"Bad practice Warning","Nm","Class org.mockito.internal.stubbing.answers.ThrowsException is not derived from an Exception, even though it is named as such"
"Bad practice Warning","Se","The field org.mockito.internal.creation.SerializableMockitoMethodProxy.methodProxy is transient but isn't set by deserialization"
"Bad practice Warning","Se","Class org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod defines non-transient non-serializable instance field methodProxy"
"Bad practice Warning","Se","Class org.mockito.internal.stubbing.answers.AnswerReturnValuesAdapter defines non-transient non-serializable instance field returnValues"
"Bad practice Warning","Se","Class org.mockito.internal.stubbing.answers.ThrowsException defines non-transient non-serializable instance field filter"
"Bad practice Warning","Se","Class org.mockito.internal.stubbing.defaultanswers.ReturnsMocks defines non-transient non-serializable instance field mockitoCore"
"Correctness Warning","NP","Possible null pointer dereference of throwables in org.mockito.internal.stubbing.BaseStubbing.thenThrow(Throwable[])"
"Malicious code vulnerability Warning","EI","org.mockito.exceptions.base.MockitoAssertionError.getUnfilteredStackTrace() may expose internal representation by returning MockitoAssertionError.unfilteredStackTrace"
"Malicious code vulnerability Warning","EI","org.mockito.exceptions.base.MockitoException.getUnfilteredStackTrace() may expose internal representation by returning MockitoException.unfilteredStackTrace"
"Malicious code vulnerability Warning","EI","org.mockito.exceptions.verification.junit.ArgumentsAreDifferent.getUnfilteredStackTrace() may expose internal representation by returning ArgumentsAreDifferent.unfilteredStackTrace"
"Malicious code vulnerability Warning","EI","org.mockito.internal.creation.MockSettingsImpl.getExtraInterfaces() may expose internal representation by returning MockSettingsImpl.extraInterfaces"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.Invocation.getArguments() may expose internal representation by returning Invocation.arguments"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.Invocation.getRawArguments() may expose internal representation by returning Invocation.rawArguments"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.InvocationMatcher.getMatchers() may expose internal representation by returning InvocationMatcher.matchers"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.SerializableMockitoMethod.getExceptionTypes() may expose internal representation by returning SerializableMockitoMethod.exceptionTypes"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.SerializableMockitoMethod.getParameterTypes() may expose internal representation by returning SerializableMockitoMethod.parameterTypes"
"Malicious code vulnerability Warning","EI","org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod.getMethodProxy() may expose internal representation by returning CGLIBProxyRealMethod.methodProxy"
"Malicious code vulnerability Warning","EI","org.mockito.internal.matchers.CapturingMatcher.getAllValues() may expose internal representation by returning CapturingMatcher.arguments"
"Malicious code vulnerability Warning","EI","org.mockito.internal.progress.MockingProgressImpl.getArgumentMatcherStorage() may expose internal representation by returning MockingProgressImpl.argumentMatcherStorage"
"Malicious code vulnerability Warning","EI","org.mockito.internal.progress.MockingProgressImpl.getDebuggingInfo() may expose internal representation by returning MockingProgressImpl.debuggingInfo"
"Malicious code vulnerability Warning","EI","org.mockito.internal.stubbing.OngoingStubbingImpl.getRegisteredInvocations() may expose internal representation by returning OngoingStubbingImpl.registeredInvocations"
"Malicious code vulnerability Warning","EI","org.mockito.internal.stubbing.answers.ThrowsException.getThrowable() may expose internal representation by returning ThrowsException.throwable"
"Malicious code vulnerability Warning","EI","org.mockito.internal.verification.VerificationDataImpl.getAllInvocations() may expose internal representation by returning VerificationDataImpl.allInvocations"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.creation.jmock.SearchingClassLoader(ClassLoader, ClassLoader) may expose internal representation by storing an externally mutable object into SearchingClassLoader.nextToSearch"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.invocation.Invocation(Object, MockitoMethod, Object[], int, RealMethod) may expose internal representation by storing an externally mutable object into Invocation.rawArguments"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.invocation.InvocationMatcher(Invocation, List) may expose internal representation by storing an externally mutable object into InvocationMatcher.matchers"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod(MockitoMethodProxy) may expose internal representation by storing an externally mutable object into CGLIBProxyRealMethod.methodProxy"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.matchers.And(List) may expose internal representation by storing an externally mutable object into And.matchers"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.matchers.Or(List) may expose internal representation by storing an externally mutable object into Or.matchers"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.stubbing.ConsecutiveStubbing(MockitoStubber) may expose internal representation by storing an externally mutable object into ConsecutiveStubbing.mockitoStubber"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.stubbing.OngoingStubbingImpl(MockitoStubber, RegisteredInvocations) may expose internal representation by storing an externally mutable object into OngoingStubbingImpl.mockitoStubber"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.stubbing.OngoingStubbingImpl(MockitoStubber, RegisteredInvocations) may expose internal representation by storing an externally mutable object into OngoingStubbingImpl.registeredInvocations"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.stubbing.VoidMethodStubbableImpl(Object, MockitoStubber) may expose internal representation by storing an externally mutable object into VoidMethodStubbableImpl.mockitoStubber"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.stubbing.answers.ThrowsException(Throwable) may expose internal representation by storing an externally mutable object into ThrowsException.throwable"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.verification.InOrderWrapper(VerificationInOrderMode, List) may expose internal representation by storing an externally mutable object into InOrderWrapper.mocksToBeVerifiedInOrder"
"Malicious code vulnerability Warning","EI2","new org.mockito.internal.verification.VerificationDataImpl(List, InvocationMatcher) may expose internal representation by storing an externally mutable object into VerificationDataImpl.allInvocations"
"Multithreaded correctness Warning","JLM","Synchronization performed on java.util.concurrent.ConcurrentLinkedQueue in org.mockito.internal.stubbing.StubbedInvocationMatcher.answer(InvocationOnMock)"
"Performance Warning","Bx","org.mockito.internal.util.Primitives.<static initializer for Primitives>() invokes inefficient new Byte(byte) constructor; use Byte.valueOf(byte) instead"
"Performance Warning","Bx","org.mockito.internal.util.Primitives.<static initializer for Primitives>() invokes inefficient new Character(char) constructor; use Character.valueOf(char) instead"
"Performance Warning","Bx","org.mockito.internal.util.Primitives.<static initializer for Primitives>() invokes inefficient new Integer(int) constructor; use Integer.valueOf(int) instead"
"Performance Warning","Bx","org.mockito.internal.util.Primitives.<static initializer for Primitives>() invokes inefficient new Long(long) constructor; use Long.valueOf(long) instead"
"Performance Warning","Bx","org.mockito.internal.util.Primitives.<static initializer for Primitives>() invokes inefficient new Short(short) constructor; use Short.valueOf(short) instead"
"Performance Warning","SIC","Should org.mockito.internal.invocation.AllInvocationsFinder$SequenceNumberComparator be a _static_ inner class?"
"Performance Warning","SIC","Should org.mockito.internal.invocation.InvocationsFinder$RemoveNotMatching be a _static_ inner class?"
"Performance Warning","SIC","Should org.mockito.internal.invocation.InvocationsFinder$RemoveUnverifiedInOrder be a _static_ inner class?"
"Performance Warning","SIC","Should org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor be a _static_ inner class?"
