"Warning Type","Code","Warning"
"Bad practice Warning","Eq","org.apache.commons.compress.archivers.zip.Simple8BitZipEncoding$Simple8BitChar defines compareTo(Object) and uses Object.equals()"
"Bad practice Warning","RR","org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.closeEntry() ignores result of org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.skip(long)"
"Correctness Warning","SA","Self assignment of field BZip2CompressorOutputStream.workDone in org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream.mainSimpleSort(BZip2CompressorOutputStream$Data, int, int, int)"
"Correctness Warning","SA","Self assignment of field CRC.globalCrc in org.apache.commons.compress.compressors.bzip2.CRC.updateCRC(int, int)"
"Correctness Warning","UwF","Field only ever set to null: org.apache.commons.compress.archivers.jar.JarArchiveEntry.certificates"
"Correctness Warning","UwF","Field only ever set to null: org.apache.commons.compress.archivers.jar.JarArchiveEntry.manifestAttributes"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.ar.ArArchiveInputStream.getNextArEntry(): new String(byte[])"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream.readCString(int): new String(byte[], int, int)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream.writeAsciiLong(long, int, int): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream.writeCString(String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.tar.TarArchiveInputStream.getNextTarEntry(): new String(byte[], int, int)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.tar.TarArchiveOutputStream.putArchiveEntry(ArchiveEntry): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.tar.TarUtils.parseOctal(byte[], int, int): new String(byte[], int, int)"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.zip.AsiExtraField.getLocalFileDataData(): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in org.apache.commons.compress.archivers.zip.AsiExtraField.getLocalFileDataLength(): String.getBytes()"
