"Warning Type","Code","Warning"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Entry$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Module$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.Instrumentation$Builder defines clone() but doesn't implement Cloneable"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap.getDefaultInstanceForType() may expose internal representation by returning FunctionInformationMap.defaultInstance"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap.getEntryList() may expose internal representation by returning FunctionInformationMap.entry_"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap.getEntryOrBuilderList() may expose internal representation by returning FunctionInformationMap.entry_"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap.getModuleList() may expose internal representation by returning FunctionInformationMap.module_"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap.getModuleOrBuilderList() may expose internal representation by returning FunctionInformationMap.module_"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap$Entry.getDefaultInstanceForType() may expose internal representation by returning FunctionInformationMap$Entry.defaultInstance"
"Dodgy code Warning","EI","com.google.javascript.jscomp.FunctionInformationMap$Module.getDefaultInstanceForType() may expose internal representation by returning FunctionInformationMap$Module.defaultInstance"
"Dodgy code Warning","EI","com.google.javascript.jscomp.Instrumentation.getDefaultInstanceForType() may expose internal representation by returning Instrumentation.defaultInstance"
"Dodgy code Warning","MS","Public static com.google.javascript.jscomp.FunctionInformationMap.getDefaultInstance() may expose internal representation by returning FunctionInformationMap.defaultInstance"
"Dodgy code Warning","MS","Public static com.google.javascript.jscomp.FunctionInformationMap$Entry.getDefaultInstance() may expose internal representation by returning FunctionInformationMap$Entry.defaultInstance"
"Dodgy code Warning","MS","Public static com.google.javascript.jscomp.FunctionInformationMap$Module.getDefaultInstance() may expose internal representation by returning FunctionInformationMap$Module.defaultInstance"
"Dodgy code Warning","MS","Public static com.google.javascript.jscomp.Instrumentation.getDefaultInstance() may expose internal representation by returning Instrumentation.defaultInstance"
"Malicious code vulnerability Warning","UCF","Useless control flow in com.google.javascript.jscomp.FunctionInformationMap$Entry$Builder.maybeForceBuilderInitialization()"
"Malicious code vulnerability Warning","UCF","Useless control flow in com.google.javascript.jscomp.FunctionInformationMap$Module$Builder.maybeForceBuilderInitialization()"
"Malicious code vulnerability Warning","UCF","Useless control flow in com.google.javascript.jscomp.Instrumentation$Builder.maybeForceBuilderInitialization()"
