"Warning Type","Code","Warning"
"Bad practice Warning","CN","com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Entry$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Module$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.Instrumentation$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","Dm","com.google.javascript.jscomp.AbstractCommandLineRunner.run() invokes System.exit(...), which shuts down the entire virtual machine"
"Bad practice Warning","ES","Comparison of String objects using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingWriter.appendMappingTo(SourceMapGeneratorV1$Mapping, Appendable)"
"Bad practice Warning","ES","Comparison of String parameter using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV2.getSourceId(String)"
"Bad practice Warning","ES","Comparison of String parameter using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV3.getSourceId(String)"
"Bad practice Warning","ES","Comparison of String objects using == or != in com.google.javascript.jscomp.AbstractCommandLineRunner.outputModuleGraphJson()"
"Bad practice Warning","Eq","com.google.javascript.jscomp.NameAnalyzer$JsName defines compareTo(NameAnalyzer$JsName) and uses Object.equals()"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.AbstractCommandLineRunner.printModuleGraphManifestOrBundleTo(JSModuleGraph, Appendable, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeGarbageCollectionStats(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeGarbageCollectionStats(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeGarbageCollectionStats(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeGarbageCollectionStats(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeGarbageCollectionStats(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeMemoryMetrics(PrintStream, boolean, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeOverallMemoryUsage(PrintStream, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeOverallMemoryUsage(PrintStream, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writeOverallMemoryUsage(PrintStream, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writePoolMemoryUsage(PrintStream, MemoryUsage, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writePoolMemoryUsage(PrintStream, MemoryUsage, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.JvmMetrics.writePoolMemoryUsage(PrintStream, MemoryUsage, MemoryUsage, String, boolean)"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.SymbolTable.toDebugString(StringBuilder, SymbolTable$Symbol)"
