"Warning Type","Code","Warning"
"Bad practice Warning","Dm","com.google.javascript.jscomp.AbstractCompilerRunner.run() invokes System.exit(...), which shuts down the entire virtual machine"
"Bad practice Warning","ES","Comparison of String objects using == or != in com.google.javascript.jscomp.VariableReferenceCheck$ReferenceCheckingBehavior.checkVar(NodeTraversal, Scope$Var, List)"
"Bad practice Warning","Eq","com.google.javascript.jscomp.DiagnosticType defines compareTo(DiagnosticType) and uses Object.equals()"
"Bad practice Warning","Eq","com.google.javascript.jscomp.NameAnalyzer$JsName defines compareTo(NameAnalyzer$JsName) and uses Object.equals()"
"Bad practice Warning","HE","com.google.javascript.jscomp.LinkedFlowScope defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.MustBeReachingVariableDef$Definition defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.MustBeReachingVariableDef$MustDef defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.rhino.jstype.RecordType defines equals but not hashCode"
"Bad practice Warning","NP","com.google.javascript.jscomp.LiveVariablesAnalysis$LiveVariableLattice.equals(Object) does not check for null argument"
"Bad practice Warning","RV","Exceptional return value of java.io.File.mkdirs() ignored in com.google.javascript.jscomp.AbstractCompilerRunner.maybeCreateDirsForPath(String)"
"Bad practice Warning","Se","com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator implements Comparator but not Serializable"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.Compiler$IntermediateState defines non-transient non-serializable instance field modules"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.CompilerInput defines non-transient non-serializable instance field module"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.CompilerOptions defines non-transient non-serializable instance field cssRenamingMap"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.graph.StandardUnionFind defines non-transient non-serializable instance field elmap"
"Bad practice Warning","Se","Class com.google.javascript.rhino.JSDocInfo defines non-transient non-serializable instance field documentation"
"Bad practice Warning","Se","com.google.javascript.rhino.jstype.NoObjectType$GreatestSupertypeVisitor is serializable and an inner class"
"Bad practice Warning","Se","com.google.javascript.rhino.jstype.NoObjectType$LeastSupertypeVisitor is serializable and an inner class"
"Correctness Warning","IP","The parameter token to com.google.javascript.jscomp.parsing.JsDocInfoParser.parseResultType(JsDocToken) is dead upon entry but overwritten"
"Correctness Warning","NP","Possible null pointer dereference of addingRoot in com.google.javascript.jscomp.InstrumentFunctions$InstrumentCallback.visit(NodeTraversal, Node, Node)"
"Correctness Warning","NP","Possible null pointer dereference of addingRoot in com.google.javascript.jscomp.NodeUtil.getAddingRoot(Node)"
"Correctness Warning","UwF","Unwritten field: com.google.javascript.rhino.RhinoException.interpreterStackInfo"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.AbstractCompilerRunner.doRun(): new java.io.PrintStream(OutputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.AbstractCompilerRunner.doRun(): new java.io.PrintStream(String)"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.AbstractCompilerRunner.openExternExportsStream(CompilerOptions, String): new java.io.PrintStream(OutputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.AbstractCompilerRunner.openSourceMapStream(CompilerOptions, String, String): new java.io.PrintStream(OutputStream)"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.AliasStrings$StringInfo.encodeStringAsIdentifier(String, String): String.getBytes()"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.Compiler.instrumentFunctions(): new java.io.FileReader(String)"
"Dodgy code Warning","Dm","Found reliance on default encoding in com.google.javascript.jscomp.PerformanceTracker$CodeSizeEstimatePrinter.append(String): String.getBytes()"
"Internationalization Warning","EI","com.google.javascript.jscomp.AnonymousFunctionNamingPolicy.getReservedCharacters() may expose internal representation by returning AnonymousFunctionNamingPolicy.reservedCharacters"
"Internationalization Warning","EI","com.google.javascript.jscomp.Compiler.getErrorManager() may expose internal representation by returning Compiler.errorManager"
"Internationalization Warning","EI","com.google.javascript.jscomp.Compiler.getRoot() may expose internal representation by returning Compiler.externAndJsRoot"
"Internationalization Warning","EI","com.google.javascript.jscomp.Compiler.getSourceMap() may expose internal representation by returning Compiler.sourceMap_"
"Internationalization Warning","EI","com.google.javascript.jscomp.Compiler.getTypeRegistry() may expose internal representation by returning Compiler.typeRegistry"
"Internationalization Warning","EI","com.google.javascript.jscomp.CompilerInput.getModule() may expose internal representation by returning CompilerInput.module"
"Internationalization Warning","EI","com.google.javascript.jscomp.CompilerInput.getProvides(AbstractCompiler) may expose internal representation by returning CompilerInput.provides"
"Internationalization Warning","EI","com.google.javascript.jscomp.CompilerInput.getRequires(AbstractCompiler) may expose internal representation by returning CompilerInput.requires"
"Internationalization Warning","EI","com.google.javascript.jscomp.CompilerInput.getSourceAst() may expose internal representation by returning CompilerInput.ast"
"Internationalization Warning","EI","com.google.javascript.jscomp.FindExportableNodes.getExports() may expose internal representation by returning FindExportableNodes.exports"
"Internationalization Warning","EI","com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext.getContextNode() may expose internal representation by returning FindExportableNodes$GenerateNodeContext.contextNode"
"Internationalization Warning","EI","com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext.getNode() may expose internal representation by returning FindExportableNodes$GenerateNodeContext.node"
"Internationalization Warning","EI","com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext.getScriptNode() may expose internal representation by returning FindExportableNodes$GenerateNodeContext.scriptNode"
"Internationalization Warning","EI","com.google.javascript.jscomp.JSModule.getDependencies() may expose internal representation by returning JSModule.deps"
"Internationalization Warning","EI","com.google.javascript.jscomp.JSModule.getInputs() may expose internal representation by returning JSModule.inputs"
"Internationalization Warning","EI","com.google.javascript.jscomp.JSModuleGraph$ModuleDependenceException.getDependentModule() may expose internal representation by returning JSModuleGraph$ModuleDependenceException.dependentModule"
"Internationalization Warning","EI","com.google.javascript.jscomp.JSModuleGraph$ModuleDependenceException.getModule() may expose internal representation by returning JSModuleGraph$ModuleDependenceException.module"
"Internationalization Warning","EI","com.google.javascript.jscomp.JsAst.getAstRoot(AbstractCompiler) may expose internal representation by returning JsAst.root"
"Internationalization Warning","EI","com.google.javascript.jscomp.JsAst.getSourceFile() may expose internal representation by returning JsAst.sourceFile"
"Internationalization Warning","EI","com.google.javascript.jscomp.NodeTraversal.getCompiler() may expose internal representation by returning NodeTraversal.compiler"
"Internationalization Warning","EI","com.google.javascript.jscomp.NodeTraversal.getCurrentNode() may expose internal representation by returning NodeTraversal.curNode"
"Internationalization Warning","EI","com.google.javascript.jscomp.Scope.getRootNode() may expose internal representation by returning Scope.rootNode"
"Internationalization Warning","EI","com.google.javascript.jscomp.Scope.getTypeOfThis() may expose internal representation by returning Scope.thisType"
"Internationalization Warning","EI","com.google.javascript.jscomp.Scope$Var.getJSDocInfo() may expose internal representation by returning Scope$Var.info"
"Internationalization Warning","EI","com.google.javascript.jscomp.Scope$Var.getNameNode() may expose internal representation by returning Scope$Var.nameNode"
"Internationalization Warning","EI","com.google.javascript.jscomp.graph.GraphColoring.getGraph() may expose internal representation by returning GraphColoring.graph"
"Internationalization Warning","EI","com.google.javascript.rhino.Node.getFirstChild() may expose internal representation by returning Node.first"
"Internationalization Warning","EI","com.google.javascript.rhino.Node.getLastChild() may expose internal representation by returning Node.last"
"Internationalization Warning","EI","com.google.javascript.rhino.Node.getNext() may expose internal representation by returning Node.next"
"Internationalization Warning","EI","com.google.javascript.rhino.Node.getParent() may expose internal representation by returning Node.parent"
"Internationalization Warning","EI","com.google.javascript.rhino.Node.removeFirstChild() may expose internal representation by returning Node.first"
"Internationalization Warning","EI","com.google.javascript.rhino.Parser.getTypeRegistry() may expose internal representation by returning Parser.typeRegistry"
"Internationalization Warning","EI","com.google.javascript.rhino.Parser.initForUnitTest(Reader, String, int, boolean) may expose internal representation by returning Parser.ts"
"Internationalization Warning","EI","com.google.javascript.rhino.SimpleErrorReporter.errors() may expose internal representation by returning SimpleErrorReporter.errors"
"Internationalization Warning","EI","com.google.javascript.rhino.SimpleErrorReporter.warnings() may expose internal representation by returning SimpleErrorReporter.warnings"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.EnumType.getElementsType() may expose internal representation by returning EnumType.elementsType"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionParamBuilder.build() may expose internal representation by returning FunctionParamBuilder.root"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionPrototypeType.getOwnerFunction() may expose internal representation by returning FunctionPrototypeType.ownerFunction"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionType.getInstanceType() may expose internal representation by returning FunctionType.typeOfThis"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionType.getPrototype() may expose internal representation by returning FunctionType.prototype"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionType.getSource() may expose internal representation by returning FunctionType.source"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.FunctionType.getSubTypes() may expose internal representation by returning FunctionType.subTypes"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.InstanceObjectType.getConstructor() may expose internal representation by returning InstanceObjectType.constructor"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.JSTypeRegistry.getType(String) may expose internal representation by returning JSTypeRegistry.templateType"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.NamedType.getReferencedType() may expose internal representation by returning ProxyObjectType.referencedType"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.ObjectType.getJSDocInfo() may expose internal representation by returning ObjectType.docInfo"
"Internationalization Warning","EI","com.google.javascript.rhino.jstype.UnionType.getAlternates() may expose internal representation by returning UnionType.alternates"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.AbstractCompilerRunner(String[], PrintStream, PrintStream) may expose internal representation by storing an externally mutable object into AbstractCompilerRunner.err"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.AbstractCompilerRunner(String[], PrintStream, PrintStream) may expose internal representation by storing an externally mutable object into AbstractCompilerRunner.out"
"Internationalization Warning","EI2","com.google.javascript.jscomp.Compiler.init(JSSourceFile[], JSModule[], CompilerOptions) may expose internal representation by storing an externally mutable object into Compiler.modules_"
"Internationalization Warning","EI2","com.google.javascript.jscomp.Compiler.init(JSSourceFile[], JSModule[], CompilerOptions) may expose internal representation by storing an externally mutable object into Compiler.options_"
"Internationalization Warning","EI2","com.google.javascript.jscomp.Compiler.init(JSSourceFile[], JSSourceFile[], CompilerOptions) may expose internal representation by storing an externally mutable object into Compiler.options_"
"Internationalization Warning","EI2","com.google.javascript.jscomp.Compiler.setErrorManager(ErrorManager) may expose internal representation by storing an externally mutable object into Compiler.errorManager"
"Internationalization Warning","EI2","com.google.javascript.jscomp.Compiler.setPassConfig(PassConfig) may expose internal representation by storing an externally mutable object into Compiler.passes"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.CompilerInput(SourceAst, String, boolean) may expose internal representation by storing an externally mutable object into CompilerInput.ast"
"Internationalization Warning","EI2","com.google.javascript.jscomp.CompilerInput.setModule(JSModule) may expose internal representation by storing an externally mutable object into CompilerInput.module"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.FindExportableNodes(AbstractCompiler) may expose internal representation by storing an externally mutable object into FindExportableNodes.compiler"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext(Node, Node, Node) may expose internal representation by storing an externally mutable object into FindExportableNodes$GenerateNodeContext.contextNode"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext(Node, Node, Node) may expose internal representation by storing an externally mutable object into FindExportableNodes$GenerateNodeContext.node"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.FindExportableNodes$GenerateNodeContext(Node, Node, Node) may expose internal representation by storing an externally mutable object into FindExportableNodes$GenerateNodeContext.scriptNode"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.JsAst(SourceFile) may expose internal representation by storing an externally mutable object into JsAst.sourceFile"
"Internationalization Warning","EI2","com.google.javascript.jscomp.JsAst.setSourceFile(SourceFile) may expose internal representation by storing an externally mutable object into JsAst.sourceFile"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.LoggerErrorManager(MessageFormatter, Logger) may expose internal representation by storing an externally mutable object into LoggerErrorManager.logger"
"Internationalization Warning","EI2","new com.google.javascript.jscomp.NodeTraversal(AbstractCompiler, NodeTraversal$Callback, ScopeCreator) may expose internal representation by storing an externally mutable object into NodeTraversal.compiler"
"Internationalization Warning","EI2","com.google.javascript.jscomp.NodeTraversal.traverse(Node) may expose internal representation by storing an externally mutable object into NodeTraversal.curNode"
