"Warning Type","Code","Warning"
"Bad practice Warning","CN","com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Entry$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.FunctionInformationMap$Module$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","CN","com.google.javascript.jscomp.Instrumentation$Builder defines clone() but doesn't implement Cloneable"
"Bad practice Warning","DMI","Random object created and used only once in com.google.javascript.jscomp.PhaseOptimizer$LoopInternal.randomizePasses()"
"Bad practice Warning","Dm","com.google.javascript.jscomp.AbstractCommandLineRunner.run() invokes System.exit(...), which shuts down the entire virtual machine"
"Bad practice Warning","ES","Comparison of String objects using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingWriter.appendMappingTo(SourceMapGeneratorV1$Mapping, Appendable)"
"Bad practice Warning","ES","Comparison of String parameter using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV2.getSourceId(String)"
"Bad practice Warning","ES","Comparison of String parameter using == or != in com.google.debugging.sourcemap.SourceMapGeneratorV3.getSourceId(String)"
"Bad practice Warning","Eq","com.google.javascript.jscomp.NameAnalyzer$JsName defines compareTo(NameAnalyzer$JsName) and uses Object.equals()"
"Bad practice Warning","FS","Format string should use %n rather than \n in com.google.javascript.jscomp.AbstractCommandLineRunner.printModuleGraphManifestTo(JSModuleGraph, Appendable)"
"Bad practice Warning","HE","com.google.javascript.jscomp.CheckPropertyOrder$PropertyOrders defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.LinkedFlowScope defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.MustBeReachingVariableDef$Definition defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.MustBeReachingVariableDef$MustDef defines equals and uses Object.hashCode()"
"Bad practice Warning","HE","com.google.javascript.jscomp.deps.SimpleDependencyInfo defines equals and uses Object.hashCode()"
"Bad practice Warning","IC","Initialization of com.google.javascript.jscomp.regex.RegExpTree accesses class com.google.javascript.jscomp.regex.RegExpTree$Empty, which isn't initialized yet"
"Bad practice Warning","NP","com.google.javascript.jscomp.LiveVariablesAnalysis$LiveVariableLattice.equals(Object) does not check for null argument"
"Bad practice Warning","NP","com.google.javascript.jscomp.PeepholeFoldConstants.compareAsNumbers(int, Node, Node) has Boolean return type and returns explicit null"
"Bad practice Warning","RV","Exceptional return value of java.io.File.mkdirs() ignored in com.google.javascript.jscomp.AbstractCommandLineRunner.maybeCreateDirsForPath(String)"
"Bad practice Warning","Se","com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator implements Comparator but not Serializable"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.CompilerInput defines non-transient non-serializable instance field compiler"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.CompilerInput defines non-transient non-serializable instance field errorManager"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.CompilerOptions defines non-transient non-serializable instance field cssRenamingMap"
"Bad practice Warning","Se","The field com.google.javascript.jscomp.CompilerOptions.aliasHandler is transient but isn't set by deserialization"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.PassConfig$State defines non-transient non-serializable instance field anonymousFunctionNameMap"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.PassConfig$State defines non-transient non-serializable instance field propertyMap"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.PassConfig$State defines non-transient non-serializable instance field stringMap"
"Bad practice Warning","Se","Class com.google.javascript.jscomp.PassConfig$State defines non-transient non-serializable instance field variableMap"
